Civilian_Casualties,Estimated_Dollar_Loss,Building_Status,Business_Impact,Fire_Alarm_System_Operation,Method_Of_Fire_Control,Smoke_Alarm_at_Fire_Origin,Sprinkler_System_Presence,TFS_Alarm_Time,TFS_Arrival_Time,Fire_Under_Control_Time,Number_of_responding_apparatus,Number_of_responding_personnel
5,25100,Abandoned,None,Operational,Water,Absent,NA,2021-04-09T15:15:02Z,2021-10-08T03:10:06Z,2021-09-11T16:56:24Z,10,28
2,3200,Occupied,None,Operational,Dry chemical,Absent,Present,2021-01-24T12:01:21Z,2021-04-19T01:12:35Z,2021-03-19T13:16:34Z,2,11
1,43100,Occupied,None,Operational,CO2,Absent,Absent,2021-03-27T19:27:04Z,2021-05-06T17:21:18Z,2021-01-12T18:32:48Z,5,18
4,88500,Occupied,None,Not present,NA,Present,Not applicable,2021-02-05T16:04:33Z,2021-09-21T12:31:29Z,2021-04-09T05:04:20Z,9,19
10,95700,Occupied,Minor,Operational,Foam,Absent,Not applicable,2021-09-29T00:27:52Z,2021-08-08T21:43:19Z,2021-03-02T02:04:37Z,6,20
2,98500,Occupied,None,Operational,NA,NA,Not applicable,2021-11-16T08:24:24Z,2021-07-31T23:00:53Z,2021-11-09T13:23:56Z,2,32
3,22200,Occupied,None,Operational,Water,Present,Not applicable,2021-09-02T16:48:19Z,2021-08-28T15:12:48Z,2021-09-03T09:29:09Z,5,48
3,21600,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-08-04T14:53:07Z,2021-12-17T19:14:57Z,2021-10-22T11:24:41Z,7,39
9,92900,Occupied,Moderate,Not present,Water,Present,Present,2021-09-23T03:08:14Z,2021-03-08T08:59:10Z,2021-03-17T01:54:10Z,2,21
10,47900,Abandoned,None,Non-operational,No intervention,Absent,Absent,2021-11-29T18:12:51Z,2021-09-09T09:43:11Z,2021-01-10T22:13:09Z,10,20
9,26600,Occupied,None,Non-operational,Dry chemical,Present,Present,2021-08-24T03:38:29Z,2021-11-11T05:03:29Z,2021-11-18T18:03:18Z,3,21
1,14200,Unoccupied,None,Not present,Water,Present,Not applicable,2021-01-26T12:02:19Z,2021-12-14T01:15:47Z,2021-03-11T08:59:54Z,7,13
10,83800,Occupied,None,Operational,Water,Unknown,Not applicable,2021-10-03T05:50:02Z,2021-09-30T05:15:45Z,2021-11-25T09:50:35Z,4,2
7,17500,Occupied,Moderate,Non-operational,No intervention,Absent,Present,2021-03-02T10:19:57Z,2021-01-07T18:57:45Z,2021-07-21T04:45:42Z,4,25
7,69900,Occupied,Moderate,Operational,Foam,NA,Present,2021-12-29T01:01:38Z,2021-06-25T15:07:53Z,2021-11-14T09:36:13Z,4,45
8,95800,Occupied,None,Non-operational,Foam,Present,Not applicable,2021-02-12T20:32:51Z,2021-07-07T20:28:56Z,2021-12-01T06:38:07Z,1,8
10,65500,Occupied,None,NA,CO2,Absent,Absent,2021-01-24T05:22:28Z,2021-07-24T04:59:51Z,2021-01-28T17:48:00Z,1,29
3,95700,Unoccupied,Minor,Operational,No intervention,Absent,Absent,2021-10-20T17:37:23Z,2021-03-14T19:50:20Z,2021-07-30T21:46:20Z,2,31
9,2700,NA,None,Operational,Foam,Absent,Absent,2021-04-15T07:56:44Z,2021-12-29T04:30:44Z,2021-01-05T09:20:44Z,7,28
9,9400,Occupied,None,NA,Water,Unknown,Present,2021-08-11T21:26:15Z,2021-11-03T04:14:45Z,2021-11-28T18:21:49Z,8,14
10,15400,Occupied,Moderate,Non-operational,No intervention,Absent,Present,2021-01-25T05:11:19Z,2021-05-09T20:24:59Z,2021-11-06T17:13:44Z,5,31
10,22500,Occupied,None,Operational,NA,Present,Present,2021-12-20T11:17:49Z,2021-06-05T18:58:51Z,2021-05-06T11:25:56Z,5,34
2,51100,Unoccupied,None,Non-operational,Dry chemical,NA,Absent,2021-10-26T04:55:36Z,2021-11-07T13:15:21Z,2021-11-02T13:23:46Z,10,5
3,85600,Occupied,None,Operational,No intervention,Absent,Present,2021-08-05T08:24:04Z,2021-01-01T14:01:28Z,2021-08-28T13:09:17Z,5,12
9,43500,Occupied,None,Operational,Foam,Absent,Absent,2021-01-29T01:30:47Z,2021-02-15T15:06:35Z,2021-10-26T01:53:20Z,5,17
4,27600,Occupied,Minor,Operational,Foam,Absent,NA,2021-06-19T00:29:14Z,2021-02-04T06:25:52Z,2021-04-26T21:53:16Z,5,17
4,80200,Occupied,None,Operational,CO2,Present,Absent,2021-03-24T13:28:19Z,2021-04-29T10:25:36Z,2021-07-03T22:49:56Z,8,10
0,72000,Occupied,Moderate,Operational,Dry chemical,Absent,Not applicable,2021-07-20T00:22:57Z,2021-04-04T01:48:20Z,2021-09-10T07:07:07Z,2,44
6,37700,Unoccupied,None,Not present,Water,Absent,Not applicable,2021-11-19T07:04:37Z,2021-06-27T20:29:51Z,2021-03-08T22:02:57Z,10,13
1,71700,Occupied,None,Non-operational,Foam,Present,Not applicable,2021-10-12T21:40:32Z,2021-07-11T20:55:45Z,2021-07-27T06:49:45Z,8,13
5,46300,Abandoned,None,Operational,Water,Absent,Not applicable,2021-07-24T16:00:14Z,2021-03-18T04:51:43Z,2021-06-17T14:25:19Z,5,24
6,96600,Occupied,Minor,Operational,NA,NA,Present,2021-04-25T20:49:13Z,2021-04-02T16:44:12Z,2021-04-09T18:28:52Z,1,27
3,67900,Occupied,None,Operational,No intervention,Absent,Absent,2021-07-18T10:06:16Z,2021-09-27T13:09:43Z,2021-10-08T15:21:26Z,2,14
0,80400,Unoccupied,None,Non-operational,Water,Absent,Present,2021-03-15T02:38:15Z,2021-12-16T12:16:41Z,2021-12-13T13:42:10Z,10,25
0,42400,NA,Minor,Operational,Water,Absent,Present,2021-03-18T04:37:40Z,2021-10-20T10:55:21Z,2021-07-02T14:24:39Z,1,44
1,63300,Occupied,None,Operational,NA,Absent,Present,2021-09-17T04:57:25Z,2021-05-22T22:37:29Z,2021-04-28T23:12:23Z,4,10
6,47000,Occupied,Moderate,Not present,Water,Unknown,Not applicable,2021-06-16T18:58:54Z,2021-11-15T03:36:27Z,2021-05-26T23:32:50Z,8,31
1,4500,Occupied,Minor,Non-operational,CO2,Present,Present,2021-11-18T03:05:04Z,2021-08-30T03:41:31Z,2021-11-07T19:31:41Z,4,24
0,95800,Occupied,Minor,Operational,Water,Present,Present,2021-03-21T02:33:17Z,2021-10-20T07:25:51Z,2021-04-01T07:31:50Z,10,11
4,30500,Occupied,Moderate,Operational,Dry chemical,Absent,Not applicable,2021-04-11T18:05:39Z,2021-05-28T01:46:19Z,2021-03-29T09:40:33Z,9,38
1,52700,NA,Moderate,NA,Dry chemical,Absent,Present,2021-02-20T06:26:26Z,2021-11-08T20:27:34Z,2021-11-03T08:34:03Z,4,37
8,32900,Occupied,None,Not present,No intervention,Unknown,Not applicable,2021-06-22T17:47:35Z,2021-10-05T17:06:20Z,2021-07-09T04:54:23Z,6,17
5,52300,Occupied,Moderate,Not present,Water,Unknown,Absent,2021-09-01T01:11:03Z,2021-08-30T23:35:34Z,2021-04-15T23:36:21Z,1,45
6,11200,Occupied,None,NA,Dry chemical,Unknown,Present,2021-01-29T09:45:45Z,2021-07-30T16:54:19Z,2021-07-09T03:27:33Z,7,14
3,20400,Occupied,Minor,Operational,No intervention,Absent,Present,2021-01-18T05:36:44Z,2021-07-15T07:23:38Z,2021-02-03T16:03:57Z,9,39
3,10100,Occupied,None,Operational,Dry chemical,Absent,Present,2021-11-14T22:14:17Z,2021-02-02T20:07:15Z,2021-12-13T08:05:03Z,6,26
1,85200,Occupied,None,Operational,CO2,Absent,Not applicable,2021-08-02T11:43:58Z,2021-12-18T12:52:49Z,2021-04-12T22:30:11Z,4,15
2,25800,Occupied,None,Operational,Water,Absent,Absent,2021-05-05T11:12:12Z,2021-08-31T14:42:30Z,2021-04-28T21:53:40Z,6,41
2,16800,Occupied,Minor,NA,Water,Present,Present,2021-12-01T17:44:08Z,2021-06-23T05:50:47Z,2021-03-28T05:29:17Z,6,39
1,30200,Abandoned,None,Operational,NA,Absent,Present,2021-05-04T16:39:22Z,2021-01-13T07:16:02Z,2021-11-18T12:52:12Z,8,2
0,55200,Occupied,Moderate,Operational,CO2,Present,Absent,2021-12-24T18:48:51Z,2021-12-24T10:08:59Z,2021-12-11T08:07:50Z,10,36
6,31700,Occupied,Minor,Operational,Water,NA,Present,2021-06-24T09:33:47Z,2021-09-05T08:27:33Z,2021-11-03T01:26:30Z,5,2
9,70200,Abandoned,Moderate,Operational,Dry chemical,NA,Not applicable,2021-01-14T06:38:28Z,2021-04-09T16:49:30Z,2021-02-01T04:26:32Z,9,21
2,18700,Occupied,None,Operational,Dry chemical,Unknown,Present,2021-06-30T09:19:29Z,2021-08-24T10:35:55Z,2021-09-20T09:32:58Z,4,33
4,33300,Occupied,None,Operational,No intervention,NA,Absent,2021-08-14T21:54:43Z,2021-05-12T05:06:08Z,2021-09-22T21:06:19Z,2,18
3,56000,Occupied,Moderate,Non-operational,Water,Absent,Present,2021-05-05T08:08:43Z,2021-06-16T13:02:16Z,2021-03-29T13:30:34Z,7,15
7,76000,Abandoned,None,Operational,Foam,Present,Present,2021-04-24T11:29:18Z,2021-02-15T08:05:40Z,2021-04-14T02:25:46Z,9,24
9,95900,Abandoned,None,Operational,Water,Present,Present,2021-07-17T23:43:59Z,2021-05-21T21:22:52Z,2021-11-19T15:19:32Z,9,27
7,22400,Occupied,Moderate,Operational,Foam,Present,Absent,2021-12-27T05:12:15Z,2021-12-04T12:07:17Z,2021-09-21T01:16:02Z,1,37
4,87100,NA,NA,Not present,CO2,Present,NA,2021-07-01T10:45:17Z,2021-07-28T03:19:53Z,2021-10-07T02:50:08Z,8,6
1,14800,Unoccupied,None,Operational,No intervention,Absent,Not applicable,2021-06-18T00:35:53Z,2021-07-16T20:31:23Z,2021-03-29T22:18:46Z,4,35
0,1000,Unoccupied,None,Operational,Dry chemical,Present,Present,2021-04-16T08:02:03Z,2021-10-18T05:02:14Z,2021-03-09T13:15:42Z,4,18
6,99200,Occupied,Moderate,Operational,Water,Absent,Not applicable,2021-04-21T21:39:09Z,2021-03-17T13:16:54Z,2021-03-20T23:43:10Z,3,38
6,800,Occupied,NA,Not present,Water,Absent,Absent,2021-07-28T06:47:25Z,2021-07-15T16:07:11Z,2021-11-09T15:21:17Z,1,5
1,97900,Abandoned,Moderate,Operational,NA,Absent,Present,2021-06-27T00:35:02Z,2021-02-06T01:27:24Z,2021-10-14T08:19:52Z,1,48
6,35900,Abandoned,Minor,Operational,Foam,Present,Present,2021-10-07T21:16:31Z,2021-03-08T13:56:23Z,2021-10-05T00:31:37Z,10,13
10,53000,Unoccupied,None,Operational,CO2,Present,Not applicable,2021-05-05T12:50:13Z,2021-09-18T08:56:53Z,2021-11-30T09:33:33Z,5,11
10,89600,Unoccupied,Minor,Operational,Foam,Unknown,Present,2021-12-01T10:38:38Z,2021-11-12T19:26:20Z,2021-12-04T13:25:32Z,3,26
0,28500,Occupied,None,Operational,No intervention,Present,Not applicable,2021-01-11T17:57:42Z,2021-07-22T09:42:38Z,2021-11-18T08:33:36Z,1,20
5,26400,Abandoned,NA,Operational,Foam,Present,Absent,2021-10-12T09:52:56Z,2021-03-11T08:38:00Z,2021-05-21T15:25:25Z,9,44
4,14200,Occupied,Moderate,Non-operational,Dry chemical,Absent,Absent,2021-08-28T14:26:02Z,2021-10-19T12:24:01Z,2021-12-28T11:03:24Z,3,9
4,35400,Occupied,None,Operational,No intervention,Present,Present,2021-07-08T19:21:37Z,2021-07-08T18:28:08Z,2021-10-21T05:25:37Z,6,47
4,53200,Occupied,NA,Operational,Dry chemical,Present,Absent,2021-11-26T01:37:43Z,2021-08-21T09:21:01Z,2021-08-02T00:24:57Z,5,2
3,48100,Abandoned,Minor,NA,Dry chemical,NA,NA,2021-07-22T13:08:28Z,2021-07-14T22:09:50Z,2021-02-23T13:00:16Z,8,4
6,16700,Unoccupied,Moderate,Operational,Water,Present,Not applicable,2021-09-28T01:36:24Z,2021-06-23T22:13:12Z,2021-09-08T19:17:53Z,2,12
4,37300,Occupied,None,Operational,No intervention,Present,Not applicable,2021-12-18T09:17:47Z,2021-02-03T17:07:48Z,2021-10-23T21:17:21Z,9,35
6,81000,Occupied,Minor,Operational,NA,Present,Not applicable,2021-12-02T09:26:41Z,2021-01-01T17:05:40Z,2021-10-11T12:30:17Z,6,6
0,47900,Occupied,None,Operational,NA,NA,Not applicable,2021-07-06T11:33:57Z,2021-04-10T01:58:48Z,2021-05-07T10:41:54Z,3,41
2,99500,Occupied,None,Not present,Foam,Absent,Present,2021-08-15T05:07:46Z,2021-06-03T14:47:59Z,2021-09-06T15:19:49Z,4,18
6,30800,Occupied,None,Operational,CO2,NA,Present,2021-10-24T07:58:28Z,2021-11-10T17:25:25Z,2021-02-27T09:59:16Z,9,25
9,59100,Occupied,Moderate,NA,Foam,Absent,NA,2021-03-26T08:06:15Z,2021-11-30T15:44:43Z,2021-12-26T01:35:55Z,1,36
4,89300,Occupied,Minor,Operational,No intervention,Present,Not applicable,2021-05-14T09:04:01Z,2021-06-20T04:30:16Z,2021-06-14T14:58:48Z,1,45
5,97500,Occupied,None,Operational,Water,Absent,Absent,2021-04-06T20:14:42Z,2021-04-04T11:34:06Z,2021-04-25T00:46:58Z,6,14
6,37500,Occupied,Minor,Not present,No intervention,Unknown,Not applicable,2021-03-31T22:36:20Z,2021-01-23T13:08:03Z,2021-03-08T10:04:08Z,9,7
1,41500,Occupied,None,Operational,NA,Present,Not applicable,2021-05-23T06:27:57Z,2021-11-04T05:30:48Z,2021-06-25T06:00:07Z,9,18
4,6500,Abandoned,None,Operational,Foam,Unknown,Present,2021-02-27T10:38:01Z,2021-01-15T20:10:20Z,2021-10-18T06:24:28Z,5,31
7,67500,NA,None,Operational,Foam,NA,NA,2021-01-17T09:03:51Z,2021-07-23T04:29:36Z,2021-04-02T05:34:11Z,6,23
9,53500,Occupied,Moderate,Operational,No intervention,Absent,NA,2021-03-06T03:08:45Z,2021-07-30T18:43:38Z,2021-01-24T17:07:06Z,5,8
6,57900,NA,None,Operational,Foam,Absent,Not applicable,2021-09-08T17:33:32Z,2021-08-01T05:35:25Z,2021-04-02T11:23:26Z,1,13
2,72900,Occupied,None,Operational,Dry chemical,Present,Absent,2021-02-03T15:17:28Z,2021-12-07T19:40:13Z,2021-12-14T14:28:29Z,6,15
0,62400,Occupied,None,Operational,NA,Present,Present,2021-04-06T16:16:27Z,2021-11-24T22:03:51Z,2021-10-23T12:28:15Z,8,27
10,75000,Occupied,Minor,Operational,Dry chemical,Present,Not applicable,2021-07-17T20:31:19Z,2021-05-16T17:57:33Z,2021-04-08T22:58:22Z,1,30
9,89900,Abandoned,None,Operational,Foam,Absent,Absent,2021-10-03T09:35:51Z,2021-01-26T13:44:44Z,2021-10-03T00:18:57Z,10,33
2,73900,Occupied,Minor,Not present,Dry chemical,Present,Not applicable,2021-09-01T10:42:56Z,2021-04-11T12:34:45Z,2021-10-23T14:01:39Z,9,31
10,16100,Occupied,None,Operational,Dry chemical,Present,NA,2021-12-19T14:41:18Z,2021-12-06T21:33:42Z,2021-09-22T17:31:16Z,9,47
9,67000,Occupied,Minor,Non-operational,NA,Absent,NA,2021-03-04T15:15:51Z,2021-05-15T18:31:30Z,2021-12-26T14:40:34Z,3,49
5,96000,Occupied,None,Not present,Water,Absent,NA,2021-02-16T19:51:32Z,2021-04-09T01:11:24Z,2021-09-20T06:12:13Z,6,22
9,92200,Occupied,None,Operational,CO2,Absent,Not applicable,2021-05-05T23:26:59Z,2021-05-24T21:47:35Z,2021-03-24T14:22:29Z,5,22
7,60600,Occupied,None,Operational,Water,Unknown,Not applicable,2021-04-28T12:42:19Z,2021-05-03T22:42:59Z,2021-12-01T12:32:09Z,2,21
9,59700,Occupied,Minor,Operational,No intervention,Present,Present,2021-01-15T01:19:45Z,2021-03-30T01:44:11Z,2021-04-15T13:01:37Z,8,42
1,98600,Occupied,None,Operational,CO2,Present,Present,2021-07-21T16:30:07Z,2021-08-03T23:10:53Z,2021-10-02T16:34:27Z,3,35
2,88900,Occupied,None,Operational,NA,Present,NA,2021-01-09T07:24:35Z,2021-04-06T10:09:11Z,2021-01-16T09:16:50Z,1,16
7,47200,Unoccupied,None,Operational,No intervention,Absent,Not applicable,2021-10-02T11:07:09Z,2021-04-07T22:47:02Z,2021-02-21T03:24:34Z,2,39
3,91600,Occupied,None,Not present,Water,Present,Present,2021-08-30T10:41:03Z,2021-10-12T08:58:47Z,2021-01-24T14:48:27Z,7,13
8,59700,Occupied,Moderate,NA,Water,Absent,Present,2021-05-03T15:37:06Z,2021-10-02T03:53:23Z,2021-12-01T21:08:56Z,2,39
6,10200,NA,Moderate,Non-operational,Dry chemical,Absent,Present,2021-03-31T23:44:05Z,2021-09-13T11:46:18Z,2021-02-15T03:52:25Z,3,9
10,39100,Abandoned,NA,Operational,Water,NA,Not applicable,2021-05-18T12:05:36Z,2021-10-29T02:42:43Z,2021-07-11T09:29:05Z,5,24
8,75000,Occupied,Minor,Operational,Dry chemical,Unknown,Not applicable,2021-08-30T10:44:57Z,2021-01-11T15:44:31Z,2021-03-27T21:41:18Z,9,10
10,40200,Occupied,None,Operational,Foam,Unknown,Absent,2021-07-10T09:47:16Z,2021-09-25T20:47:37Z,2021-08-26T23:51:55Z,6,28
0,38500,Occupied,Minor,Operational,CO2,Present,Not applicable,2021-07-26T22:13:38Z,2021-02-22T21:50:16Z,2021-03-06T18:24:00Z,3,33
1,27800,Abandoned,None,Operational,No intervention,Present,NA,2021-03-16T11:40:41Z,2021-07-24T05:46:55Z,2021-07-21T02:29:15Z,9,39
5,17700,Abandoned,None,Operational,CO2,Present,Absent,2021-07-29T09:24:25Z,2021-12-03T04:15:23Z,2021-12-08T18:55:35Z,1,23
1,17800,NA,None,Non-operational,CO2,NA,NA,2021-03-26T06:11:22Z,2021-11-22T14:41:35Z,2021-02-13T18:20:01Z,2,29
6,98300,Occupied,Moderate,Non-operational,Water,Absent,Present,2021-12-09T07:20:25Z,2021-07-27T01:40:10Z,2021-06-20T07:00:58Z,7,45
5,38300,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-06-26T02:42:28Z,2021-07-01T19:03:28Z,2021-10-10T00:02:11Z,6,22
3,27700,Unoccupied,Minor,Non-operational,Water,Absent,Absent,2021-10-20T06:06:11Z,2021-12-28T23:22:29Z,2021-04-06T06:01:57Z,8,15
8,43600,Occupied,Minor,Operational,Foam,Absent,Not applicable,2021-01-17T09:09:17Z,2021-04-15T04:17:34Z,2021-09-08T19:43:19Z,6,41
8,84400,Occupied,Moderate,Non-operational,Water,Absent,Present,2021-04-23T09:01:59Z,2021-06-09T19:06:39Z,2021-10-14T21:44:27Z,8,47
9,41100,Abandoned,Severe,Non-operational,Water,Absent,Not applicable,2021-12-26T23:48:05Z,2021-11-26T21:45:00Z,2021-12-18T13:51:36Z,7,36
9,58100,Occupied,None,NA,Water,Absent,NA,2021-04-08T06:04:10Z,2021-09-26T19:42:47Z,2021-09-13T09:26:36Z,4,3
5,66000,Unoccupied,Minor,Not present,Dry chemical,NA,Absent,2021-08-02T11:54:51Z,2021-10-16T16:09:43Z,2021-05-25T04:33:16Z,4,25
10,32100,Occupied,None,Operational,CO2,Absent,Absent,2021-04-15T23:10:19Z,2021-01-06T08:57:04Z,2021-07-17T16:22:12Z,7,34
6,89400,Occupied,None,Operational,CO2,Absent,Not applicable,2021-01-20T14:20:27Z,2021-04-20T15:47:58Z,2021-10-25T02:01:25Z,8,22
10,22600,NA,None,Operational,Water,Absent,Not applicable,2021-03-09T15:19:33Z,2021-02-26T02:40:40Z,2021-12-02T11:34:21Z,9,15
10,98600,Occupied,NA,NA,Foam,Absent,Not applicable,2021-06-04T15:08:47Z,2021-02-07T02:34:15Z,2021-10-21T06:49:44Z,5,31
8,11600,NA,None,Operational,CO2,Present,Absent,2021-02-15T10:01:59Z,2021-02-26T01:05:57Z,2021-03-21T00:12:10Z,7,30
10,48800,Occupied,None,Operational,Water,Absent,Not applicable,2021-02-13T14:11:01Z,2021-06-20T05:17:26Z,2021-08-03T16:18:54Z,10,18
10,29000,Occupied,None,Operational,Water,Absent,NA,2021-08-22T05:19:32Z,2021-07-12T22:41:58Z,2021-07-27T05:31:01Z,4,37
3,5600,Unoccupied,None,Operational,CO2,Present,Absent,2021-01-15T13:36:38Z,2021-08-11T10:25:06Z,2021-01-28T19:25:46Z,7,44
9,73400,Occupied,Moderate,NA,NA,Absent,Absent,2021-05-26T18:38:05Z,2021-08-16T04:50:49Z,2021-10-17T15:44:02Z,6,42
2,100000,Occupied,None,Operational,CO2,Present,Not applicable,2021-09-12T00:36:41Z,2021-03-01T05:34:47Z,2021-03-21T11:35:11Z,1,26
5,21300,Occupied,None,NA,Water,Absent,Not applicable,2021-07-05T02:55:03Z,2021-01-27T07:54:21Z,2021-03-17T02:45:41Z,7,42
1,30900,Occupied,None,Operational,NA,Present,Absent,2021-02-14T18:54:15Z,2021-01-07T11:50:05Z,2021-06-29T18:10:58Z,2,39
4,94400,Occupied,None,Operational,Water,Present,Not applicable,2021-07-14T20:24:22Z,2021-07-09T00:51:04Z,2021-10-26T11:09:04Z,5,7
2,38200,Occupied,Minor,Operational,NA,Unknown,Not applicable,2021-08-05T03:05:19Z,2021-10-02T03:38:04Z,2021-09-06T17:26:47Z,2,32
2,68700,Occupied,Minor,Operational,Foam,Absent,Not applicable,2021-04-08T17:36:24Z,2021-12-19T01:38:12Z,2021-07-30T05:55:42Z,6,21
7,53300,Abandoned,None,Non-operational,CO2,Present,Absent,2021-03-05T15:23:22Z,2021-06-02T19:33:09Z,2021-03-31T16:33:03Z,3,24
7,64200,NA,None,Operational,NA,Present,Not applicable,2021-10-25T10:55:09Z,2021-10-20T08:57:28Z,2021-02-02T15:56:34Z,3,45
10,90000,Occupied,None,NA,Foam,Present,Not applicable,2021-09-12T10:23:48Z,2021-07-30T22:51:47Z,2021-11-17T15:03:05Z,8,20
7,5500,Occupied,None,Operational,CO2,Absent,Absent,2021-03-13T00:08:05Z,2021-02-21T17:02:45Z,2021-08-27T20:17:12Z,10,25
4,59700,Occupied,None,NA,Dry chemical,Present,Not applicable,2021-03-26T05:54:36Z,2021-12-06T15:13:23Z,2021-10-01T10:21:52Z,8,42
7,53600,Occupied,Moderate,Operational,Water,Present,Absent,2021-05-22T21:10:15Z,2021-08-14T12:13:47Z,2021-01-31T16:26:31Z,6,45
9,20400,Occupied,Moderate,Operational,NA,NA,Absent,2021-02-07T14:32:37Z,2021-07-19T03:43:27Z,2021-10-06T10:52:20Z,3,33
7,84600,Unoccupied,None,NA,NA,Present,Not applicable,2021-05-11T04:04:45Z,2021-07-13T20:08:22Z,2021-04-29T19:31:42Z,8,27
5,98900,Occupied,None,Operational,No intervention,Absent,Absent,2021-03-19T22:37:05Z,2021-12-12T18:49:59Z,2021-07-03T14:05:53Z,5,43
6,25300,Occupied,Moderate,Operational,Dry chemical,Present,Not applicable,2021-12-16T14:02:03Z,2021-01-01T20:30:31Z,2021-07-16T23:06:09Z,6,24
7,19200,Occupied,Severe,Not present,Foam,Present,Present,2021-06-23T22:30:08Z,2021-10-28T15:17:53Z,2021-01-15T20:40:53Z,7,37
4,80600,Occupied,Minor,Operational,No intervention,Unknown,Present,2021-01-06T13:02:11Z,2021-03-30T08:41:29Z,2021-10-28T02:02:03Z,2,7
2,82300,Occupied,Moderate,NA,Foam,Absent,Not applicable,2021-09-03T20:46:44Z,2021-11-12T04:41:27Z,2021-12-03T03:37:19Z,1,41
2,44700,Occupied,Minor,Non-operational,Water,Absent,Absent,2021-09-11T18:12:10Z,2021-02-13T02:26:19Z,2021-01-11T14:38:27Z,4,34
2,18100,Occupied,None,Operational,NA,Absent,Present,2021-05-03T03:29:45Z,2021-02-13T08:20:17Z,2021-07-10T18:35:11Z,7,6
9,71100,Occupied,Moderate,Operational,NA,Absent,Not applicable,2021-08-15T06:31:45Z,2021-12-24T05:17:32Z,2021-01-07T11:27:35Z,4,17
8,51900,Occupied,Moderate,Not present,NA,Absent,Absent,2021-09-05T18:45:26Z,2021-08-22T08:28:07Z,2021-05-14T16:52:16Z,5,1
10,13500,Occupied,Moderate,Not present,Foam,Unknown,Not applicable,2021-02-02T02:05:09Z,2021-12-17T15:49:16Z,2021-04-28T07:36:31Z,2,49
8,68400,Occupied,Moderate,Operational,NA,Present,Not applicable,2021-11-10T15:11:57Z,2021-09-20T18:47:41Z,2021-01-11T11:11:43Z,2,11
6,7700,Unoccupied,Moderate,Not present,No intervention,Absent,Not applicable,2021-10-31T11:39:21Z,2021-09-12T14:06:38Z,2021-12-25T10:52:21Z,10,48
3,11100,Occupied,None,Operational,NA,Absent,Absent,2021-03-04T07:54:37Z,2021-02-19T21:35:01Z,2021-06-25T02:10:32Z,9,15
4,17900,Occupied,Minor,Operational,CO2,Present,Not applicable,2021-09-27T05:15:36Z,2021-04-21T03:38:38Z,2021-09-16T06:57:44Z,3,24
4,56900,Abandoned,None,Operational,NA,Present,Absent,2021-08-15T10:41:38Z,2021-05-21T21:18:05Z,2021-07-30T11:00:51Z,8,1
2,68400,Occupied,NA,Operational,Foam,Present,Absent,2021-04-16T09:11:07Z,2021-12-20T20:10:44Z,2021-07-02T08:46:00Z,1,14
8,77900,Occupied,None,Operational,Foam,Present,Present,2021-07-08T13:23:50Z,2021-02-22T04:10:41Z,2021-05-23T18:35:38Z,10,39
10,11500,Unoccupied,None,Operational,Foam,Present,NA,2021-08-04T21:10:06Z,2021-03-11T18:38:26Z,2021-10-08T04:16:03Z,6,33
1,8200,Occupied,Minor,Operational,Foam,Unknown,NA,2021-10-23T22:26:12Z,2021-09-09T13:55:15Z,2021-06-14T20:22:44Z,3,16
6,95400,Occupied,None,Operational,NA,Absent,NA,2021-07-09T12:51:53Z,2021-05-16T21:45:06Z,2021-08-31T14:54:37Z,4,48
10,65500,Occupied,Moderate,Operational,CO2,Absent,Present,2021-01-18T05:08:43Z,2021-10-19T00:43:15Z,2021-05-26T14:24:57Z,1,6
8,7800,NA,None,Operational,NA,Present,Present,2021-11-23T10:42:33Z,2021-02-09T09:25:15Z,2021-03-22T10:47:12Z,7,29
3,72100,Occupied,Moderate,Not present,No intervention,Present,Present,2021-11-26T07:17:17Z,2021-02-09T20:44:55Z,2021-10-10T11:37:13Z,9,9
6,60500,NA,Severe,Operational,No intervention,Absent,Present,2021-04-22T11:56:39Z,2021-01-02T17:35:19Z,2021-04-01T21:59:27Z,10,6
2,12100,Occupied,Minor,Operational,Dry chemical,NA,Present,2021-12-18T17:01:39Z,2021-08-08T13:59:48Z,2021-02-12T03:55:17Z,3,48
6,57900,Occupied,Moderate,Operational,No intervention,Present,Present,2021-01-24T19:59:42Z,2021-07-23T03:20:27Z,2021-05-10T15:15:10Z,8,42
6,43700,Unoccupied,None,Operational,CO2,Present,Present,2021-10-09T12:53:34Z,2021-10-03T02:38:07Z,2021-05-22T06:00:02Z,3,48
10,49700,Occupied,None,Operational,No intervention,Absent,Present,2021-03-24T01:45:22Z,2021-04-23T09:49:22Z,2021-10-06T23:46:18Z,9,46
10,45300,Abandoned,None,Operational,Water,Absent,Absent,2021-09-26T08:01:08Z,2021-12-28T22:14:30Z,2021-01-01T10:57:22Z,10,45
2,11200,Unoccupied,Severe,NA,Foam,Unknown,Present,2021-03-18T11:44:03Z,2021-03-20T13:11:37Z,2021-01-22T03:18:48Z,6,50
10,86400,Occupied,None,Not present,Foam,Present,Not applicable,2021-12-18T02:54:25Z,2021-11-10T02:59:16Z,2021-12-04T11:28:02Z,4,11
0,9200,Occupied,None,Operational,NA,Absent,Absent,2021-06-28T17:55:29Z,2021-04-14T18:45:01Z,2021-01-27T20:02:21Z,5,34
